Country,Region,Year,Happiness Rank,Happiness Score,Health,Trust,Family,Economy,Freedom,Generosity
Italy,Western Europe,2016,50,5.977,0.8510200000000001,0.02556,1.04167,1.35495,0.18827,0.16684000000000002
Ecuador,Latin America and Caribbean,2016,51,5.976,0.68613,0.18037,0.85974,0.97306,0.4027,0.10074
Belize,Latin America and Caribbean,2016,52,5.956,0.45569,0.10770999999999999,0.68655,0.87616,0.51231,0.23684000000000002
Japan,Eastern Asia,2016,53,5.921,0.91491,0.18985,1.06054,1.3800700000000001,0.46761,0.10224
Kazakhstan,Central and Eastern Europe,2016,54,5.919,0.57386,0.11132,0.95544,1.22943,0.4052,0.15011
Moldova,Central and Eastern Europe,2016,55,5.897,0.5230899999999999,0.019030000000000002,0.8313200000000001,0.69177,0.25201999999999997,0.19997
Russia,Central and Eastern Europe,2016,56,5.856,0.58991,0.03586,1.05261,1.2322799999999998,0.32682,0.027360000000000002
Poland,Central and Eastern Europe,2016,57,5.835,0.69058,0.055,1.04685,1.24585,0.4519,0.14443
South Korea,Eastern Asia,2016,57,5.835,0.88645,0.07716,0.7219399999999999,1.35948,0.25168,0.18824000000000002
Bolivia,Latin America and Caribbean,2016,59,5.822,0.4697,0.07746,0.8377899999999999,0.79422,0.50961,0.21698
Lithuania,Central and Eastern Europe,2016,60,5.813,0.64674,0.0182,1.0641100000000001,1.2692,0.18929,0.02025
Belarus,Central and Eastern Europe,2016,61,5.8020000000000005,0.6310399999999999,0.17457,1.04993,1.1306200000000002,0.29091,0.13942000000000002
North Cyprus,Western Europe,2016,62,5.771,0.8414200000000001,0.16577999999999998,0.81826,1.31141,0.43596,0.26322
Slovenia,Central and Eastern Europe,2016,63,5.768,0.79151,0.03635,1.05613,1.2994700000000001,0.53164,0.25738
Peru,Latin America and Caribbean,2016,64,5.742999999999999,0.6299399999999999,0.05292,0.81255,0.9960200000000001,0.37501999999999996,0.14527
Turkmenistan,Central and Eastern Europe,2016,65,5.6579999999999995,0.44006000000000006,0.28467,1.03817,1.08017,0.37408,0.22566999999999998
Mauritius,Sub-Saharan Africa,2016,66,5.648,0.66189,0.05202999999999999,0.75695,1.14372,0.46145,0.36951
Libya,Middle East and Northern Africa,2016,67,5.615,0.52304,0.10339000000000001,0.95076,1.0668799999999998,0.40671999999999997,0.17087
Latvia,Central and Eastern Europe,2016,68,5.56,0.63952,0.0889,0.95025,1.2178799999999999,0.27996,0.17445
Cyprus,Western Europe,2016,69,5.546,0.8488,0.05227999999999999,0.70697,1.31857,0.29507,0.27906
Paraguay,Latin America and Caribbean,2016,70,5.537999999999999,0.58295,0.07396,1.11111,0.8937299999999999,0.46235,0.25296
Romania,Central and Eastern Europe,2016,71,5.528,0.67602,0.006790000000000001,0.7280300000000001,1.1697,0.36712,0.12889
Estonia,Central and Eastern Europe,2016,72,5.517,0.68098,0.18519000000000002,1.0516299999999998,1.2796399999999999,0.41511000000000003,0.08423
Jamaica,Latin America and Caribbean,2016,73,5.51,0.5946899999999999,0.04294,0.96372,0.89333,0.43596999999999997,0.22245
Croatia,Central and Eastern Europe,2016,74,5.4879999999999995,0.70524,0.04002,0.6080899999999999,1.18649,0.23906999999999998,0.18434
Hong Kong,Eastern Asia,2016,75,5.457999999999999,0.9527700000000001,0.31647,0.87021,1.5107,0.48078999999999994,0.40097
Somalia,Sub-Saharan Africa,2016,76,5.44,0.11465999999999998,0.3118,0.33613000000000004,0.0,0.5677800000000001,0.27225
Kosovo,Central and Eastern Europe,2016,77,5.401,0.54,0.06547,0.66062,0.90145,0.14396,0.27992
Turkey,Middle East and Northern Africa,2016,78,5.388999999999999,0.64718,0.12347999999999999,0.8771700000000001,1.1649200000000002,0.23889000000000002,0.04707
Indonesia,Southeastern Asia,2016,79,5.314,0.49373999999999996,0.00322,0.87625,0.95104,0.39237,0.56521
Jordan,Middle East and Northern Africa,2016,80,5.303,0.60712,0.13297,0.86216,0.9967299999999999,0.36023,0.14262
Azerbaijan,Central and Eastern Europe,2016,81,5.291,0.54504,0.17914000000000002,0.76042,1.12373,0.35327,0.0564
Philippines,Southeastern Asia,2016,82,5.279,0.47036000000000006,0.11757000000000001,0.87877,0.81217,0.5485399999999999,0.21674000000000002
China,Eastern Asia,2016,83,5.245,0.73561,0.02745,0.79381,1.0278,0.44011999999999996,0.049589999999999995
Bhutan,Southern Asia,2016,84,5.196000000000001,0.49759,0.1616,0.9083600000000001,0.8527,0.46074,0.48546000000000006
Kyrgyzstan,Central and Eastern Europe,2016,85,5.185,0.5544899999999999,0.047619999999999996,0.95434,0.5604399999999999,0.40212,0.38432
Serbia,Central and Eastern Europe,2016,86,5.1770000000000005,0.6458,0.04339,0.81329,1.03437,0.15718,0.20736999999999997
Bosnia and Herzegovina,Central and Eastern Europe,2016,87,5.162999999999999,0.7076600000000001,0.0,0.64367,0.9338299999999999,0.09511,0.29889
Montenegro,Central and Eastern Europe,2016,88,5.1610000000000005,0.6353300000000001,0.12721,0.74173,1.07838,0.15111,0.17190999999999998
Dominican Republic,Latin America and Caribbean,2016,89,5.155,0.5766899999999999,0.12372000000000001,0.9949600000000001,1.02787,0.52259,0.21286
Morocco,Middle East and Northern Africa,2016,90,5.151,0.5947100000000001,0.08404,0.38595,0.8405799999999999,0.25645999999999997,0.040530000000000004
Hungary,Central and Eastern Europe,2016,91,5.145,0.67608,0.044719999999999996,0.9316399999999999,1.24142,0.1977,0.099
Pakistan,Southern Asia,2016,92,5.132000000000001,0.40306,0.1388,0.26135,0.68816,0.14622000000000002,0.31185
Lebanon,Middle East and Northern Africa,2016,93,5.129,0.76171,0.030610000000000002,0.64184,1.12268,0.26228,0.23693000000000003
Portugal,Western Europe,2016,94,5.122999999999999,0.7936300000000001,0.01521,0.9436700000000001,1.27607,0.44727,0.11690999999999999
Macedonia,Central and Eastern Europe,2016,95,5.121,0.6473800000000001,0.07047,0.78236,1.0193,0.27668000000000004,0.23506999999999997
Vietnam,Southeastern Asia,2016,96,5.061,0.66157,0.11556,0.7911699999999999,0.74037,0.5595399999999999,0.25075
Somaliland Region,Sub-Saharan Africa,2016,97,5.0569999999999995,0.33108000000000004,0.36794,0.75862,0.25558000000000003,0.3913,0.51479
Tunisia,Middle East and Northern Africa,2016,98,5.045,0.59577,0.0817,0.43165,0.97724,0.23553000000000002,0.03936
Greece,Western Europe,2016,99,5.033,0.80029,0.04127,0.75473,1.24886,0.05822000000000001,0.0
Tajikistan,Central and Eastern Europe,2016,100,4.996,0.5311899999999999,0.13509000000000002,0.75602,0.48835,0.43408,0.25998000000000004
Mongolia,Eastern Asia,2016,101,4.907,0.55469,0.03285,1.0898299999999999,0.9885299999999999,0.35972,0.34539000000000003
Laos,Southeastern Asia,2016,102,4.876,0.38291,0.22423,0.5497,0.68042,0.52168,0.43078999999999995
Nigeria,Sub-Saharan Africa,2016,103,4.875,0.05108,0.0305,0.64498,0.75216,0.27854,0.23219
Honduras,Latin America and Caribbean,2016,104,4.871,0.5838300000000001,0.06906,0.7559600000000001,0.69429,0.26755,0.2044
Iran,Middle East and Northern Africa,2016,105,4.813,0.64232,0.0557,0.38856999999999997,1.11758,0.22544,0.38538
Zambia,Sub-Saharan Africa,2016,106,4.795,0.23573000000000002,0.11479,0.6376,0.61202,0.42662,0.17865999999999999
Nepal,Southern Asia,2016,107,4.793,0.50073,0.07007999999999999,0.69699,0.44626000000000005,0.37012,0.3816
Palestinian Territories,Middle East and Northern Africa,2016,108,4.754,0.56844,0.10613,0.71629,0.67024,0.17744000000000001,0.11154000000000001
Albania,Central and Eastern Europe,2016,109,4.655,0.73007,0.05301,0.50163,0.9553,0.31866,0.1684
Bangladesh,Southern Asia,2016,110,4.643,0.52989,0.12583,0.24749000000000002,0.54177,0.39778,0.19132000000000002
Sierra Leone,Sub-Saharan Africa,2016,111,4.635,0.0,0.08196,0.628,0.36485,0.30685,0.23897
Iraq,Middle East and Northern Africa,2016,112,4.575,0.51076,0.13635999999999998,0.59205,1.07474,0.24856,0.19589
Namibia,Sub-Saharan Africa,2016,113,4.574,0.34745,0.10397999999999999,0.70362,0.9328700000000001,0.48613999999999996,0.07795
Cameroon,Sub-Saharan Africa,2016,114,4.513,0.12697999999999998,0.06126,0.62542,0.5249699999999999,0.42736,0.2268
Ethiopia,Sub-Saharan Africa,2016,115,4.508,0.34578000000000003,0.1717,0.37932,0.29283000000000003,0.36703,0.29522
South Africa,Sub-Saharan Africa,2016,116,4.459,0.18611,0.08415,0.9605299999999999,1.02416,0.42483000000000004,0.13656
Sri Lanka,Southern Asia,2016,117,4.415,0.62007,0.07964,0.84783,0.9731799999999999,0.50817,0.46978000000000003
India,Southern Asia,2016,118,4.404,0.45091000000000003,0.08722,0.29247,0.74036,0.40285,0.25028
Myanmar,Southeastern Asia,2016,119,4.395,0.3988,0.20243,0.69981,0.34112,0.42691999999999997,0.81971
Egypt,Middle East and Northern Africa,2016,120,4.362,0.5211600000000001,0.10393,0.49813,0.95395,0.18847,0.12705999999999998
Armenia,Central and Eastern Europe,2016,121,4.36,0.64083,0.036160000000000005,0.6247699999999999,0.8608600000000001,0.14037,0.07793
Kenya,Sub-Saharan Africa,2016,122,4.356,0.30146999999999996,0.06686,0.7624,0.52267,0.40576,0.41328000000000004
Ukraine,Central and Eastern Europe,2016,123,4.324,0.58628,0.01829,1.01413,0.87287,0.12859,0.20363
Ghana,Sub-Saharan Africa,2016,124,4.276,0.29681,0.0326,0.49353,0.63107,0.40973000000000004,0.21203000000000002
Congo (Kinshasa),Sub-Saharan Africa,2016,125,4.272,0.188,0.06075,0.80676,0.05661,0.15602,0.25458000000000003
Georgia,Central and Eastern Europe,2016,126,4.252,0.64035,0.3188,0.19249000000000002,0.8379200000000001,0.32461,0.06786
Congo (Brazzaville),Sub-Saharan Africa,2016,127,4.236000000000001,0.28212,0.09752999999999999,0.47798999999999997,0.7710899999999999,0.37938,0.12077
Senegal,Sub-Saharan Africa,2016,128,4.218999999999999,0.40457,0.11681,0.7741600000000001,0.44314,0.31056,0.19103
Bulgaria,Central and Eastern Europe,2016,129,4.217,0.67806,0.00615,0.92542,1.11306,0.21219000000000002,0.12793
Mauritania,Sub-Saharan Africa,2016,130,4.2010000000000005,0.28639000000000003,0.17955,0.8414200000000001,0.6139100000000001,0.1268,0.22685999999999998
Zimbabwe,Sub-Saharan Africa,2016,131,4.1930000000000005,0.1595,0.08582000000000001,0.71478,0.35041,0.25429,0.18503
Malawi,Sub-Saharan Africa,2016,132,4.156000000000001,0.29364,0.07564,0.147,0.08709,0.4143,0.30968
Sudan,Sub-Saharan Africa,2016,133,4.138999999999999,0.29759,0.10039,0.8192799999999999,0.63069,0.0,0.18077000000000001
Gabon,Sub-Saharan Africa,2016,134,4.121,0.3494,0.09314,0.72368,1.15851,0.28098,0.062439999999999996
Mali,Sub-Saharan Africa,2016,135,4.073,0.16347,0.13647,0.8633299999999999,0.31292,0.27544,0.21064000000000002
Haiti,Latin America and Caribbean,2016,136,4.0280000000000005,0.27494,0.14476,0.29561,0.34097,0.12072000000000001,0.47958
Botswana,Sub-Saharan Africa,2016,137,3.9739999999999998,0.34752,0.10769000000000001,0.89186,1.09426,0.44088999999999995,0.12425
Comoros,Sub-Saharan Africa,2016,138,3.9560000000000004,0.29980999999999997,0.18437,0.60323,0.27509,0.15412,0.1827
Ivory Coast,Sub-Saharan Africa,2016,139,3.9160000000000004,0.04476,0.1553,0.57576,0.55507,0.40663,0.20338
Cambodia,Southeastern Asia,2016,140,3.907,0.42494,0.08092,0.5375,0.55604,0.5885199999999999,0.40339
Angola,Sub-Saharan Africa,2016,141,3.866,0.04991,0.08434,0.66366,0.84731,0.00589,0.12070999999999998
Niger,Sub-Saharan Africa,2016,142,3.8560000000000003,0.26161999999999996,0.17176,0.6053,0.1327,0.38040999999999997,0.2097
South Sudan,Sub-Saharan Africa,2016,143,3.832,0.15780999999999998,0.13015,0.18519000000000002,0.39394,0.19662000000000002,0.25899
Chad,Sub-Saharan Africa,2016,144,3.763,0.038239999999999996,0.04952,0.63178,0.42213999999999996,0.12807000000000002,0.18667
Burkina Faso,Sub-Saharan Africa,2016,145,3.739,0.21297,0.12533,0.63054,0.31995,0.3337,0.24353000000000002
Uganda,Sub-Saharan Africa,2016,145,3.739,0.19625,0.06442,0.90981,0.34719,0.43653000000000003,0.27102
Yemen,Middle East and Northern Africa,2016,147,3.7239999999999998,0.31048000000000003,0.05892000000000001,0.47493,0.57939,0.2287,0.09821
Madagascar,Sub-Saharan Africa,2016,148,3.695,0.37109000000000003,0.07506,0.46115,0.27954,0.13684000000000002,0.2204
Tanzania,Sub-Saharan Africa,2016,149,3.6660000000000004,0.35700000000000004,0.05099,0.77623,0.47155,0.3176,0.31472
Liberia,Sub-Saharan Africa,2016,150,3.622,0.23165,0.04852,0.50353,0.10705999999999999,0.25748000000000004,0.24063
Guinea,Sub-Saharan Africa,2016,151,3.6069999999999998,0.18829,0.1192,0.3109,0.22415,0.30953,0.29914
Rwanda,Sub-Saharan Africa,2016,152,3.515,0.31865,0.50521,0.6158600000000001,0.32846,0.5432,0.23551999999999998
Benin,Sub-Saharan Africa,2016,153,3.484,0.21028000000000002,0.06681000000000001,0.10419,0.39499,0.39747,0.2018
Afghanistan,Southern Asia,2016,154,3.36,0.17344,0.07112,0.11037000000000001,0.38227,0.1643,0.31268
Togo,Sub-Saharan Africa,2016,155,3.303,0.24811,0.11587,0.0,0.28123000000000004,0.34678000000000003,0.17517
Syria,Middle East and Northern Africa,2016,156,3.069,0.6299399999999999,0.17232999999999998,0.14866,0.7471899999999999,0.06912,0.48396999999999996
Burundi,Sub-Saharan Africa,2016,157,2.905,0.15747,0.09419,0.23442,0.06831,0.0432,0.2029
Norway,Western Europe,2017,1,7.537000179290769,0.796666502952576,0.31596383452415505,1.53352355957031,1.6164631843566901,0.635422587394714,0.36201223731041
Denmark,Western Europe,2017,2,7.52199983596802,0.7925655245780941,0.40077006816863997,1.55112159252167,1.48238301277161,0.626006722450256,0.3552804887294771
Iceland,Western Europe,2017,3,7.50400018692017,0.8335521221160892,0.15352655947208402,1.6105740070343,1.480633020401,0.6271626353263849,0.47554022073745705
Switzerland,Western Europe,2017,4,7.49399995803833,0.858131289482117,0.36700728535652205,1.51691174507141,1.5649795532226598,0.620070576667786,0.29054927825927696
Finland,Western Europe,2017,5,7.468999862670901,0.80915766954422,0.38261154294014,1.5402467250824,1.44357192516327,0.6179508566856379,0.24548277258873
Netherlands,Western Europe,2017,6,7.3769998550415,0.8106961250305179,0.282661825418472,1.42893922328949,1.50394463539124,0.5853844881057739,0.47048982977867104
Canada,North America,2017,7,7.31599998474121,0.83455765247345,0.287371516227722,1.48134899139404,1.47920441627502,0.611100912094116,0.435539722442627
New Zealand,Australia and New Zealand,2017,8,7.31400012969971,0.816759705543518,0.38281670212745705,1.54819512367249,1.40570604801178,0.6140621304512021,0.500005125999451
Australia,Australia and New Zealand,2017,10,7.28399991989136,0.84388679265976,0.301183730363846,1.5100419521331798,1.4844149351120002,0.601607382297516,0.47769924998283403
Sweden,Western Europe,2017,9,7.28399991989136,0.830875158309937,0.384398728609085,1.47816216945648,1.49438726902008,0.612924098968506,0.38539925217628496
Israel,Middle East and Northern Africa,2017,11,7.212999820709231,0.83840399980545,0.0852421000599861,1.37628996372223,1.3753824234008798,0.40598860383033797,0.330082654953003
Costa Rica,Latin America and Caribbean,2017,12,7.0789999961853,0.7595092654228209,0.100106589496136,1.4164036512374898,1.10970628261566,0.580131649971008,0.21461322903633104
Austria,Western Europe,2017,13,7.00600004196167,0.8153284192085269,0.22106036543846105,1.4599449634552,1.4870972633361799,0.567766189575195,0.316472321748734
United States,North America,2017,14,6.993000030517581,0.7742866277694699,0.135638788342476,1.4199205636978103,1.54625928401947,0.505740523338318,0.392578780651093
Ireland,Western Europe,2017,15,6.9770002365112305,0.8097826242446899,0.29838815331459007,1.5582311153411899,1.5357066392898602,0.5731103420257571,0.42785832285881
Germany,Western Europe,2017,16,6.9510002136230495,0.798950731754303,0.276731938123703,1.47252035140991,1.48792338371277,0.562511384487152,0.33626917004585305
Belgium,Western Europe,2017,17,6.89099979400635,0.8180918693542479,0.251343131065369,1.4623126983642598,1.4637807607650801,0.5397707223892211,0.23150333762168898
Luxembourg,Western Europe,2017,18,6.86299991607666,0.845089495182037,0.31883442401886,1.45758366584778,1.74194359779358,0.59662789106369,0.283180981874466
United Kingdom,Western Europe,2017,19,6.71400022506714,0.805335938930511,0.265428066253662,1.4964600801467902,1.44163393974304,0.508190035820007,0.492774158716202
Chile,Latin America and Caribbean,2017,20,6.65199995040894,0.8194797039031979,0.0822879821062088,1.28402495384216,1.25278460979462,0.376895278692245,0.3266624212265011
United Arab Emirates,Middle East and Northern Africa,2017,21,6.6479997634887695,0.726798236370087,0.324489563703537,1.2664102315902699,1.6263433694839498,0.60834527015686,0.3609419465065
Brazil,Latin America and Caribbean,2017,22,6.6350002288818395,0.6165523529052729,0.11109276115894301,1.43130600452423,1.1073532104492199,0.437453746795654,0.16234989464282998
Czech Republic,Central and Eastern Europe,2017,23,6.60900020599365,0.754444003105164,0.0368729270994663,1.4338852167129499,1.35268235206604,0.49094617366790794,0.0881067588925362
Argentina,Latin America and Caribbean,2017,24,6.59899997711182,0.695137083530426,0.05973988771438599,1.44045114517212,1.18529546260834,0.49451920390129106,0.109457060694695
Mexico,Latin America and Caribbean,2017,25,6.57800006866455,0.709978997707367,0.132774114608765,1.2108621597290001,1.1531838178634601,0.412730008363724,0.12099043279886199
Singapore,Southeastern Asia,2017,26,6.57200002670288,0.9494923949241642,0.46430778503417997,1.35381436347961,1.69227766990662,0.549840569496155,0.345965981483459
Malta,Western Europe,2017,27,6.52699995040894,0.821944236755371,0.153066068887711,1.48841166496277,1.34327983856201,0.588767051696777,0.5747305750846861
Guatemala,Latin America and Caribbean,2017,29,6.4539999961853,0.540239989757538,0.0772232785820961,1.25558519363403,0.872001945972443,0.5313106179237371,0.283488392829895
Uruguay,Latin America and Caribbean,2017,28,6.4539999961853,0.719216823577881,0.17806187272071802,1.4122278690338101,1.2175596952438401,0.5793922543525699,0.175096929073334
Panama,Latin America and Caribbean,2017,30,6.4520001411438,0.706156134605408,0.070983923971653,1.3731925487518302,1.23374843597412,0.550026834011078,0.21055693924427
France,Western Europe,2017,31,6.44199991226196,0.8444658517837521,0.172502428293228,1.38777685165405,1.43092346191406,0.470222115516663,0.129762306809425
Thailand,Southeastern Asia,2017,32,6.4239997863769505,0.647239029407501,0.0316127352416515,1.4257924556732198,1.12786877155304,0.580200731754303,0.572123110294342
Taiwan Province of China,Eastern Asia,2017,33,6.42199993133545,0.793984234333038,0.0638292357325554,1.38456535339355,1.4336265325546298,0.361466586589813,0.258360475301743
Spain,Western Europe,2017,34,6.40299987792969,0.888960599899292,0.0709140971302986,1.53209090232849,1.38439786434174,0.408781230449677,0.190133571624756
Qatar,Middle East and Northern Africa,2017,35,6.375,0.7100980877876278,0.43929925560951205,1.27429687976837,1.8707656860351598,0.604130983352661,0.33047387003898604
Colombia,Latin America and Caribbean,2017,36,6.35699987411499,0.595027923583984,0.0466687418520451,1.4021829366683998,1.07062232494354,0.47748741507530196,0.14901447296142598
Saudi Arabia,Middle East and Northern Africa,2017,37,6.343999862670901,0.590148329734802,0.27343225479126004,1.28667759895325,1.53062355518341,0.449750572443008,0.147616013884544
Trinidad and Tobago,Latin America and Caribbean,2017,38,6.1680002212524405,0.5199832916259771,0.00896481610834599,1.3802285194397,1.36135590076447,0.518630743026733,0.32529646158218395
Kuwait,Middle East and Northern Africa,2017,39,6.10500001907349,0.6321057081222529,0.21515955030918102,1.25969874858856,1.63295245170593,0.49633759260177596,0.228289797902107
Slovakia,Central and Eastern Europe,2017,40,6.09800004959106,0.712732911109924,0.0242108516395092,1.5050592422485398,1.32539355754852,0.295817464590073,0.136544480919838
Bahrain,Middle East and Northern Africa,2017,41,6.08699989318848,0.653133034706116,0.257042169570923,1.3231104612350502,1.4884122610092199,0.536746919155121,0.17266848683357197
Malaysia,Southeastern Asia,2017,42,6.08400011062622,0.618784427642822,0.0656007081270218,1.28464603424072,1.29121541976929,0.40226498246192893,0.416608929634094
Nicaragua,Latin America and Caribbean,2017,43,6.07100009918213,0.6530959606170649,0.130687981843948,1.28721570968628,0.737299203872681,0.447551846504211,0.301674216985703
Ecuador,Latin America and Caribbean,2017,44,6.00799989700317,0.685636222362518,0.140134647488594,1.2861688137054401,1.00082039833069,0.4551981985569,0.15011246502399403
El Salvador,Latin America and Caribbean,2017,45,6.002999782562259,0.596018552780151,0.0899809598922729,1.1821250915527302,0.9097844958305359,0.432452529668808,0.0782579854130745
Poland,Central and Eastern Europe,2017,46,5.97300004959106,0.699475347995758,0.0593078061938286,1.44571197032928,1.29178786277771,0.520342111587524,0.158465966582298
Uzbekistan,Central and Eastern Europe,2017,47,5.97100019454956,0.498272627592087,0.246528223156929,1.5489691495895401,0.786441087722778,0.6582486629486078,0.41598364710807795
Italy,Western Europe,2017,48,5.96400022506714,0.8531443476676941,0.0280280914157629,1.44492328166962,1.3950666189193701,0.256450712680817,0.17278964817523998
Russia,Central and Eastern Europe,2017,49,5.962999820709231,0.547349333763123,0.0329628810286522,1.46928238868713,1.28177809715271,0.373783111572266,0.0522638224065304
Belize,Latin America and Caribbean,2017,50,5.955999851226809,0.45019176602363603,0.0965810716152191,1.0814177989959701,0.907975316047668,0.5475093722343439,0.24001564085483604
Japan,Eastern Asia,2017,51,5.92000007629395,0.9134758710861209,0.163760736584663,1.43633782863617,1.41691517829895,0.505625545978546,0.12057276815175999
Lithuania,Central and Eastern Europe,2017,52,5.90199995040894,0.62894994020462,0.0118656428530812,1.47351610660553,1.3145823478698702,0.234231784939766,0.010164656676352
Algeria,Middle East and Northern Africa,2017,53,5.872000217437741,0.6175846457481379,0.14609611034393302,1.1462174654007,1.09186446666718,0.233335807919502,0.0694366469979286
Latvia,Central and Eastern Europe,2017,54,5.849999904632571,0.638566970825195,0.0738427266478539,1.40471494197845,1.26074862480164,0.32570791244506797,0.153074786067009
Moldova,Central and Eastern Europe,2017,56,5.837999820709231,0.5894652009010309,0.0100912861526012,1.25182557106018,0.7288706302642819,0.24072904884815197,0.20877912640571603
South Korea,Eastern Asia,2017,55,5.837999820709231,0.900214076042175,0.0632826685905457,1.1282744407653797,1.40167844295502,0.257921665906906,0.206674367189407
Romania,Central and Eastern Europe,2017,57,5.824999809265139,0.6851583123207089,0.0043879006989300294,1.15009129047394,1.21768391132355,0.457003742456436,0.133519917726517
Bolivia,Latin America and Caribbean,2017,58,5.82299995422363,0.47363024950027505,0.0604777261614799,1.2276190519332901,0.833756566047668,0.5587329268455511,0.22556072473526
Turkmenistan,Central and Eastern Europe,2017,59,5.82200002670288,0.437726080417633,0.25927034020423895,1.49314916133881,1.1307767629623402,0.41827192902565,0.24992498755454998
Kazakhstan,Central and Eastern Europe,2017,60,5.8189997673034695,0.6060415506362921,0.11928288638591802,1.3843690156936599,1.2845562696456898,0.43745428323745705,0.20196442306041698
North Cyprus,Western Europe,2017,61,5.80999994277954,0.834647238254547,0.155353352427483,1.18630337715149,1.3469113111496,0.47120362520217896,0.266845703125
Slovenia,Central and Eastern Europe,2017,62,5.75799989700317,0.7908282279968258,0.0451289787888527,1.4525188207626298,1.3412059545516999,0.572575807571411,0.242649093270302
Peru,Latin America and Caribbean,2017,63,5.71500015258789,0.6301661133766171,0.0470490865409374,1.21877038478851,1.0352252721786501,0.45000287890434293,0.126819714903831
Mauritius,Sub-Saharan Africa,2017,64,5.62900018692017,0.6380074620246889,0.0421815551817417,1.20956099033356,1.1893955469131499,0.491247326135635,0.360933750867844
Cyprus,Western Europe,2017,65,5.62099981307983,0.84471470117569,0.0412379764020443,1.13136327266693,1.3559380769729599,0.35511153936386103,0.271254301071167
Estonia,Central and Eastern Europe,2017,66,5.61100006103516,0.695168316364288,0.18324892222881303,1.47667109966278,1.3208793401718102,0.479131430387497,0.0988908112049103
